Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,BRICK_POINT,BRICK_EQUIP_LIST,BRICK_LOCATION_LIST,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,BACnet Type Str,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments
506_1_3001561,506,1,3001561,,,,EBU3B.RM-2227..COMMONSP,NAE 06 N2 1 VMA120 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003244,506,1,3003244,,,,EBU3B.RM-3152..COMMONSP,NAE 06 N2 2 VMA120 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000239,505,1,3000239,,,,EBU3B.RM-B250..COMMONSP,NAE 05 N2 1 VMA 120 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3026053,505,1,3026053,,,,EBU3B.RM-1208..W-C-ADJ,NAE 05 N2 2 VMA 120 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3015659,506,1,3015659,,,,EBU3B.RM-2227..W-C-ADJ,NAE 06 N2 1 VMA120 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3015737,506,1,3015737,,,,EBU3B.RM-3152..W-C-ADJ,NAE 06 N2 2 VMA120 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3025987,505,1,3025987,,,,EBU3B.RM-B250..W-C-ADJ,NAE 05 N2 1 VMA 120 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001960,505,1,3001960,,,,EBU3B.RM-1208..SUPFLO-SP,NAE 05 N2 2 VMA 120 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001563,506,1,3001563,,,,EBU3B.RM-2227..SUPFLO-SP,NAE 06 N2 1 VMA120 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003246,506,1,3003246,,,,EBU3B.RM-3152..SUPFLO-SP,NAE 06 N2 2 VMA120 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000241,505,1,3000241,,,,EBU3B.RM-B250..SUPFLO-SP,NAE 05 N2 1 VMA 120 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001957,505,1,3001957,,,,EBU3B.RM-1208..RH-VLV,NAE 05 N2 2 VMA 120 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001560,506,1,3001560,,,,EBU3B.RM-2227..RH-VLV,NAE 06 N2 1 VMA120 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003243,506,1,3003243,,,,EBU3B.RM-3152..RH-VLV,NAE 06 N2 2 VMA120 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000238,505,1,3000238,,,,EBU3B.RM-B250..RH-VLV,NAE 05 N2 1 VMA 120 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001963,505,1,3001963,,,,EBU3B.RM-1208..HTGFLOW,NAE 05 N2 2 VMA 120 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001566,506,1,3001566,,,,EBU3B.RM-2227..HTGFLOW,NAE 06 N2 1 VMA120 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003249,506,1,3003249,,,,EBU3B.RM-3152..HTGFLOW,NAE 06 N2 2 VMA120 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000244,505,1,3000244,,,,EBU3B.RM-B250..HTGFLOW,NAE 05 N2 1 VMA 120 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001962,505,1,3001962,,,,EBU3B.RM-1208..CLGMiNFLO,NAE 05 N2 2 VMA 120 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001565,506,1,3001565,,,,EBU3B.RM-2227..CLGMiNFLO,NAE 06 N2 1 VMA120 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003248,506,1,3003248,,,,EBU3B.RM-3152..CLGMiNFLO,NAE 06 N2 2 VMA120 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000243,505,1,3000243,,,,EBU3B.RM-B250..CLGMiNFLO,NAE 05 N2 1 VMA 120 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001965,505,1,3001965,,,,EBU3B.RM-1208..HTGPID-O,NAE 05 N2 2 VMA 120 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001568,506,1,3001568,heating_command,,room,EBU3B.RM-2227..HTGPID-O,NAE 06 N2 1 VMA120 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003251,506,1,3003251,,,,EBU3B.RM-3152..HTGPID-O,NAE 06 N2 2 VMA120 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000246,505,1,3000246,,,,EBU3B.RM-B250..HTGPID-O,NAE 05 N2 1 VMA 120 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001959,505,1,3001959,,,,EBU3B.RM-1208..DPR-C,NAE 05 N2 2 VMA 120 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001562,506,1,3001562,,,,EBU3B.RM-2227..DPR-C,NAE 06 N2 1 VMA120 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003245,506,1,3003245,,,,EBU3B.RM-3152..DPR-C,NAE 06 N2 2 VMA120 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000240,505,1,3000240,,,,EBU3B.RM-B250..DPR-C,NAE 05 N2 1 VMA 120 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001961,505,1,3001961,,,,EBU3B.RM-1208..CLGMAXFLO,NAE 05 N2 2 VMA 120 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001564,506,1,3001564,,,,EBU3B.RM-2227..CLGMAXFLO,NAE 06 N2 1 VMA120 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003247,506,1,3003247,,,,EBU3B.RM-3152..CLGMAXFLO,NAE 06 N2 2 VMA120 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000242,505,1,3000242,,,,EBU3B.RM-B250..CLGMAXFLO,NAE 05 N2 1 VMA 120 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001964,505,1,3001964,,,,EBU3B.RM-1208..CLGPID-O,NAE 05 N2 2 VMA 120 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-1208,VAV,1208,,EBU3B,
506_1_3001567,506,1,3001567,,,,EBU3B.RM-2227..CLGPID-O,NAE 06 N2 1 VMA120 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-2227,VAV,2227,,EBU3B,
506_1_3003250,506,1,3003250,,,,EBU3B.RM-3152..CLGPID-O,NAE 06 N2 2 VMA120 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-3152,VAV,3152,,EBU3B,
505_1_3000245,505,1,3000245,,,,EBU3B.RM-B250..CLGPID-O,NAE 05 N2 1 VMA 120 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-B250,VAV,B250,,EBU3B,
505_1_3001980,505,1,3001980,,,,EBU3B.RM-1208B..COMMONSP,NAE 05 N2 2 VMA 121 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001581,506,1,3001581,,,,EBU3B.RM-2250..COMMONSP,NAE 06 N2 1 VMA121 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003265,506,1,3003265,,,,EBU3B.RM-3150..COMMONSP,NAE 06 N2 2 VMA121 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000261,505,1,3000261,,,,EBU3B.RM-B260..COMMONSP,NAE 05 N2 1 VMA 121 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3026023,505,1,3026023,,,,EBU3B.RM-1208B..W-C-ADJ,NAE 05 N2 2 VMA 121 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3015665,506,1,3015665,,,,EBU3B.RM-2250..W-C-ADJ,NAE 06 N2 1 VMA121 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3015739,506,1,3015739,,,,EBU3B.RM-3150..W-C-ADJ,NAE 06 N2 2 VMA121 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3025997,505,1,3025997,,,,EBU3B.RM-B260..W-C-ADJ,NAE 05 N2 1 VMA 121 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001982,505,1,3001982,,,,EBU3B.RM-1208B..SUPFLO-SP,NAE 05 N2 2 VMA 121 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001583,506,1,3001583,,,,EBU3B.RM-2250..SUPFLO-SP,NAE 06 N2 1 VMA121 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003267,506,1,3003267,,,,EBU3B.RM-3150..SUPFLO-SP,NAE 06 N2 2 VMA121 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000263,505,1,3000263,,,,EBU3B.RM-B260..SUPFLO-SP,NAE 05 N2 1 VMA 121 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3000800,505,1,3000800,,,,EBU3B.AH1-1.SP-SP,NAE 05 N2 1 DX 32 SP SP,Static Pressure Setpt,58,Static Pressure Setpoint,Static Pressure Setpoint,Analog Output,,RM-B102C,AHU,1,AHU -> Discharge Air,EBU3B,
505_1_3000801,505,1,3000801,,,,EBU3B.AH1-1.DIFF-SP,NAE 05 N2 1 DX 32 RF OFST,Return Fan Diff Speed from Supply (15%),98,Return Fan Differential Speed,Return Fan Differential Speed,Analog Output,,RM-B102C,AHU,1,AHU -> Return Fan,EBU3B,
505_1_3001979,505,1,3001979,,,,EBU3B.RM-1208B..RH-VLV,NAE 05 N2 2 VMA 121 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001580,506,1,3001580,,,,EBU3B.RM-2250..RH-VLV,NAE 06 N2 1 VMA121 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003264,506,1,3003264,,,,EBU3B.RM-3150..RH-VLV,NAE 06 N2 2 VMA121 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000260,505,1,3000260,,,,EBU3B.RM-B260..RH-VLV,NAE 05 N2 1 VMA 121 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001985,505,1,3001985,,,,EBU3B.RM-1208B..HTGFLOW,NAE 05 N2 2 VMA 121 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001586,506,1,3001586,,,,EBU3B.RM-2250..HTGFLOW,NAE 06 N2 1 VMA121 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003270,506,1,3003270,,,,EBU3B.RM-3150..HTGFLOW,NAE 06 N2 2 VMA121 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000266,505,1,3000266,,,,EBU3B.RM-B260..HTGFLOW,NAE 05 N2 1 VMA 121 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001984,505,1,3001984,,,,EBU3B.RM-1208B..CLGMiNFLO,NAE 05 N2 2 VMA 121 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001585,506,1,3001585,,,,EBU3B.RM-2250..CLGMiNFLO,NAE 06 N2 1 VMA121 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003269,506,1,3003269,,,,EBU3B.RM-3150..CLGMiNFLO,NAE 06 N2 2 VMA121 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000265,505,1,3000265,,,,EBU3B.RM-B260..CLGMiNFLO,NAE 05 N2 1 VMA 121 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001987,505,1,3001987,,,,EBU3B.RM-1208B..HTGPID-O,NAE 05 N2 2 VMA 121 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001588,506,1,3001588,,,,EBU3B.RM-2250..HTGPID-O,NAE 06 N2 1 VMA121 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003272,506,1,3003272,,,,EBU3B.RM-3150..HTGPID-O,NAE 06 N2 2 VMA121 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000268,505,1,3000268,,,,EBU3B.RM-B260..HTGPID-O,NAE 05 N2 1 VMA 121 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001981,505,1,3001981,,,,EBU3B.RM-1208B..DPR-C,NAE 05 N2 2 VMA 121 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001582,506,1,3001582,,,,EBU3B.RM-2250..DPR-C,NAE 06 N2 1 VMA121 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003266,506,1,3003266,,,,EBU3B.RM-3150..DPR-C,NAE 06 N2 2 VMA121 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000262,505,1,3000262,,,,EBU3B.RM-B260..DPR-C,NAE 05 N2 1 VMA 121 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001983,505,1,3001983,,,,EBU3B.RM-1208B..CLGMAXFLO,NAE 05 N2 2 VMA 121 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001584,506,1,3001584,,,,EBU3B.RM-2250..CLGMAXFLO,NAE 06 N2 1 VMA121 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003268,506,1,3003268,,,,EBU3B.RM-3150..CLGMAXFLO,NAE 06 N2 2 VMA121 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000264,505,1,3000264,,,,EBU3B.RM-B260..CLGMAXFLO,NAE 05 N2 1 VMA 121 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,Cooling Max Supply Air Flow,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001986,505,1,3001986,,,,EBU3B.RM-1208B..CLGPID-O,NAE 05 N2 2 VMA 121 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-1208B,VAV,1208B,,EBU3B,
506_1_3001587,506,1,3001587,cooling_command,,room,EBU3B.RM-2250..CLGPID-O,NAE 06 N2 1 VMA121 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-2250,VAV,2250,,EBU3B,
506_1_3003271,506,1,3003271,,,,EBU3B.RM-3150..CLGPID-O,NAE 06 N2 2 VMA121 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,Rm-3150,VAV,3150,,EBU3B,
505_1_3000267,505,1,3000267,,,,EBU3B.RM-B260..CLGPID-O,NAE 05 N2 1 VMA 121 CLGPID O,Cooling Command,98,Cooling Command,Cooling Command,Analog Output,,RM-B260,VAV,B260,,EBU3B,
505_1_3001998,505,1,3001998,,,,EBU3B.RM-1203..COMMONSP,NAE 05 N2 2 VMA 122 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3001601,506,1,3001601,room_temperature_setpoint,,room,EBU3B.RM-2256..COMMONSP,NAE 06 N2 1 VMA122 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3003284,506,1,3003284,,,,EBU3B.RM-3127..COMMONSP,NAE 06 N2 2 VMA122 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000283,505,1,3000283,room_temperature_setpoint,,room,EBU3B.RM-B270..COMMONSP,NAE 05 N2 1 VMA 122 COMMONSP,Common Setpoint,64,Temperature Setpoint,Temperature Setpoint,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3026032,505,1,3026032,,,,EBU3B.RM-1203..W-C-ADJ,NAE 05 N2 2 VMA 122 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3015675,506,1,3015675,,,,EBU3B.RM-2256..W-C-ADJ,NAE 06 N2 1 VMA122 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3015740,506,1,3015740,,,,EBU3B.RM-3127..W-C-ADJ,NAE 06 N2 2 VMA122 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3025995,505,1,3025995,,,,EBU3B.RM-B270..W-C-ADJ,NAE 05 N2 1 VMA 122 W C ADJ,Warm/Cool Adjust,64,Warm Cool Adjust,Temperature Adjustment,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3002000,505,1,3002000,,,,EBU3B.RM-1203..SUPFLO-SP,NAE 05 N2 2 VMA 122 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3001603,506,1,3001603,,,,EBU3B.RM-2256..SUPFLO-SP,NAE 06 N2 1 VMA122 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3003286,506,1,3003286,,,,EBU3B.RM-3127..SUPFLO-SP,NAE 06 N2 2 VMA122 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000285,505,1,3000285,,,,EBU3B.RM-B270..SUPFLO-SP,NAE 05 N2 1 VMA 122 SUPFLO SP,Actual Sup Flow SP,84,Supply Airflow Setpoint,Supply Air Flow Setpoint,Analog Output,,RM-B270,VAV,B270,,EBU3B,
506_1_3001600,506,1,3001600,,,,EBU3B.RM-2256..RH-VLV,NAE 06 N2 1 VMA122 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3009750,506,1,3009750,,,,EBU3B.RM-3127..RH-VLV,NAE 06 N2 2 VMA122 EBU3BRM 3127RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000282,505,1,3000282,,,,EBU3B.RM-B270..RH-VLV,NAE 05 N2 1 VMA 122 RH VLV,Reheat Valve Command,98,Reheat Valve Command,Reheat Valve Command,Analog Output,,RM-B270,VAV,B270,,EBU3B,
506_1_3001606,506,1,3001606,,,,EBU3B.RM-2256..HTGFLOW,NAE 06 N2 1 VMA122 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3009751,506,1,3009751,,,,EBU3B.RM-3127..HTGFLOW,NAE 06 N2 2 VMA122 EBU3BRM 3127HTGFLOW,Occupied Heating Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000288,505,1,3000288,,,,EBU3B.RM-B270..HTGFLOW,NAE 05 N2 1 VMA 122 HTGFLOW,Occupied Htg Flow,84,Minimum Occupied Heating Supply Airflow,Occupied Heating Supply Air Flow,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3002002,505,1,3002002,,,,EBU3B.RM-1203..CLGMiNFLO,NAE 05 N2 2 VMA 122 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3001605,506,1,3001605,,,,EBU3B.RM-2256..CLGMiNFLO,NAE 06 N2 1 VMA122 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3003288,506,1,3003288,,,,EBU3B.RM-3127..CLGMiNFLO,NAE 06 N2 2 VMA122 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000287,505,1,3000287,,,,EBU3B.RM-B270..CLGMiNFLO,NAE 05 N2 1 VMA 122 CLGMiNFLO,Occupied Clg Min,84,Minimum Occupied Cooling Supply Airflow,Occupied Cooling Min Supply Air Flow,Analog Output,,RM-B270,VAV,B270,,EBU3B,
506_1_3001608,506,1,3001608,,,,EBU3B.RM-2256..HTGPID-O,NAE 06 N2 1 VMA122 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
506_1_3009752,506,1,3009752,,,,EBU3B.RM-3127..HTGPID-O,NAE 06 N2 2 VMA122 EBU3BRM 3127HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,Rm-3127,VAV,3127,,EBU3B,
505_1_3000290,505,1,3000290,heating_command,,room,EBU3B.RM-B270..HTGPID-O,NAE 05 N2 1 VMA 122 HTGPID O,Heating Command,98,Heating Command,Heating Command,Analog Output,,RM-B270,VAV,B270,,EBU3B,
505_1_3001999,505,1,3001999,,,,EBU3B.RM-1203..DPR-C,NAE 05 N2 2 VMA 122 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,RM-1203,VAV,1203,,EBU3B,
506_1_3001602,506,1,3001602,,,,EBU3B.RM-2256..DPR-C,NAE 06 N2 1 VMA122 DPR C,Damper Command,98,Damper Command,Damper Command,Analog Output,,Rm-2256,VAV,2256,,EBU3B,
