Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
510_3_3013619,biolib 2ndfl rm 214 fsd3 sts,nae 10 n2 2 vma103 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 214,vav smoke damper
510_3_3013734,biolib 2ndfl rm 217 fsd2 sts,nae 10 n2 2 vma109 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 217,vav smoke damper
510_3_3013736,biolib 2ndfl rm 217 fsd3 sts,nae 10 n2 2 vma109 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 217,vav smoke damper
510_3_3013677,biolib 2ndfl rm 218 fsd2 sts,nae 10 n2 2 vma106 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 218,vav smoke damper
510_3_3013679,biolib 2ndfl rm 218 fsd3 sts,nae 10 n2 2 vma106 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 218,vav smoke damper
510_3_3013987,biolib 2ndfl rm 221a fsd2 sts,nae 10 n2 2 vma122 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 221a,vav smoke damper
510_3_3013989,biolib 2ndfl rm 221a fsd3 sts,nae 10 n2 2 vma122 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 221a,vav smoke damper
510_3_3014007,biolib 2ndfl rm 221b fsd2 sts,nae 10 n2 2 vma123 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 221b,vav smoke damper
510_3_3014009,biolib 2ndfl rm 221b fsd3 sts,nae 10 n2 2 vma123 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 221b,vav smoke damper
510_3_3013754,biolib 2ndfl rm 221c fsd2 sts,nae 10 n2 2 vma110 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 221c,vav smoke damper
510_3_3013756,biolib 2ndfl rm 221c fsd3 sts,nae 10 n2 2 vma110 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 221c,vav smoke damper
510_3_3013657,biolib 2ndfl rm 223 fsd2 sts,nae 10 n2 2 vma105 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 223,vav smoke damper
510_3_3013659,biolib 2ndfl rm 223 fsd3 sts,nae 10 n2 2 vma105 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 223,vav smoke damper
510_3_3013637,biolib 2ndfl rm 224 fsd2 sts,nae 10 n2 2 vma104 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 224,vav smoke damper
510_3_3013639,biolib 2ndfl rm 224 fsd3 sts,nae 10 n2 2 vma104 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 224,vav smoke damper
510_3_3013793,biolib 2ndfl rm 225 fsd2 sts,nae 10 n2 2 vma112 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 225,vav smoke damper
510_3_3013795,biolib 2ndfl rm 225 fsd3 sts,nae 10 n2 2 vma112 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 225,vav smoke damper
510_3_3013833,biolib 2ndfl rm 226 fsd2 sts,nae 10 n2 2 vma114 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 226,vav smoke damper
510_3_3013835,biolib 2ndfl rm 226 fsd3 sts,nae 10 n2 2 vma114 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 226,vav smoke damper
510_3_3013853,biolib 2ndfl rm 227 fsd2 sts,nae 10 n2 2 vma115 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 227,vav smoke damper
510_3_3013894,biolib 2ndfl rm 228 fsd2 sts,nae 10 n2 2 vma117 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 228,vav smoke damper
510_3_3013896,biolib 2ndfl rm 228 fsd3 sts,nae 10 n2 2 vma117 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 228,vav smoke damper
510_3_3013914,biolib 2ndfl rm 229 fsd2 sts,nae 10 n2 2 vma118 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 229,vav smoke damper
510_3_3013916,biolib 2ndfl rm 229 fsd3 sts,nae 10 n2 2 vma118 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 229,vav smoke damper
510_3_3013935,biolib 2ndfl rm 230 fsd2 sts,nae 10 n2 2 vma119 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 230,vav smoke damper
510_3_3013937,biolib 2ndfl rm 230 fsd3 sts,nae 10 n2 2 vma119 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 230,vav smoke damper
510_3_3013813,biolib 2ndfl rm 231a fsd2 sts,nae 10 n2 2 vma113 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 231a,vav smoke damper
510_3_3013815,biolib 2ndfl rm 231a fsd3 sts,nae 10 n2 2 vma113 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 231a,vav smoke damper
510_3_3013874,biolib 2ndfl rm 231b fsd2 sts,nae 10 n2 2 vma116 fsd2 sts,smoke damper circuit bi2,,binary input,smoke damper status,smoke damper status,,vav,rm 231b,vav smoke damper
510_3_3013876,biolib 2ndfl rm 231b fsd3 sts,nae 10 n2 2 vma116 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,vav,rm 231b,vav smoke damper
510_3_3013250,fsd exhaust for rm 103 at grid 9c 7 on m114,nae 10 n2 1 vma124 fsd2 sts,wired to rm 200e bi 2,,binary input,smoke damper status,smoke damper status,,fire smoke damper,,
510_3_3013194,fsd grand reading rm at grid 9a 8 on m118,nae 10 n2 1 vma121 fsd2 sts,wired to rm 101n bi 2,,binary input,smoke damper status,smoke damper status,,fire smoke damper,,
510_3_3013252,fsd rm 141 supply at grid 9c 8 on m114,nae 10 n2 1 vma124 fsd3 sts,wired to rm 200e bi 3,,binary input,smoke damper status,smoke damper status,,fire smoke damper,,
510_3_3012924,fsds ac13 supply at grids 1 5c 1 and 1 5c 9 on m113,nae 10 n2 1 vma105 fsd3 sts,smoke damper circuit bi3,,binary input,smoke damper status,smoke damper status,,fire smoke damper,,
510_3_3013196,fsds grand reading rm at grids 9b 5 and 9c 7 on m118,nae 10 n2 1 vma121 fsd3 sts,wired to rm 101n bi 3,,binary input,smoke damper status,smoke damper status,,fire smoke damper,,
510_0_3006240,biolib ac 15 rf vfd spd cmd,nae 10 n2 2 vnd003 spd cmd,speed command,98.0,analog input,speed command,speed command,,vfd,ac 15,ahu return fan vfd
510_0_3006217,biolib ac 15 sf vfd spd cmd,nae 10 n2 2 vnd002 spd cmd,speed command,98.0,analog input,speed command,speed command,,vfd,ac 15,ahu supply fan vfd
510_0_3006241,biolib ac 15 rf vfd rpm,nae 10 n2 2 vnd003 rpm,rpm,104.0,analog input,speed in rpm,speed sensor,,vfd,ac 15,ahu return fan vfd
510_0_3006218,biolib ac 15 sf vfd rpm,nae 10 n2 2 vnd002 rpm,rpm,104.0,analog input,speed in rpm,speed sensor,,vfd,ac 15,ahu supply fan vfd
510_4_3005238,biolib ac 13 rf vfd strt drv,nae 10 n2 1 vnd005 strt drv,start drive,,binary output,start drive,vfd command,,vfd,ac 13,ahu return fan vfd
510_4_3005212,biolib hw pumps p1 vfd strt drv,nae 10 n2 1 vnd004 strt drv,start drive,,binary output,start drive,vfd command,,vfd,p1,hw sys pump vfd
510_4_3005225,biolib hw pumps p2 vfd strt drv,nae 10 n2 1 vnd006 strt drv,start drive,,binary output,start drive,vfd command,,vfd,p2,hw sys pump vfd
510_4_3005237,biolib ac 13 rf vfd stopdriv,nae 10 n2 1 vnd005 stopdriv,stop drive,,binary output,stop drive,unknown,,vfd,ac 13,ahu return fan vfd
510_4_3005211,biolib hw pumps p1 vfd stopdriv,nae 10 n2 1 vnd004 stopdriv,stop drive,,binary output,stop drive,unknown,,vfd,p1,hw sys pump vfd
510_4_3005224,biolib hw pumps p2 vfd stopdriv,nae 10 n2 1 vnd006 stopdriv,stop drive,,binary output,stop drive,unknown,,vfd,p2,hw sys pump vfd
510_1_3005270,biolib ac 12 clg db,nae 10 n2 1 ahu001 clg db,disch clg dband,64.0,analog output,supply air cooling dead band,discharge air cooling dead band setpoint,,ahu,ac 12,
510_1_3005320,biolib ac 13 clg db,nae 10 n2 1 ahu002 clg db,disch clg dband,64.0,analog output,supply air cooling dead band,discharge air cooling dead band setpoint,,ahu,ac 13,
510_1_3005272,biolib ac 12 clg it,nae 10 n2 1 ahu001 clg it,disch clg int tm,95.0,analog output,supply air cooling integral time,discharge air cooling integral time setpoint,,ahu,ac 12,
510_1_3005322,biolib ac 13 clg it,nae 10 n2 1 ahu002 clg it,disch clg int tm,95.0,analog output,supply air cooling integral time,discharge air cooling integral time setpoint,,ahu,ac 13,
510_1_3005271,biolib ac 12 clg pb,nae 10 n2 1 ahu001 clg pb,disch clg pband,64.0,analog output,supply air cooling prop band,discharge air cooling proportional band setpoint,,ahu,ac 12,
510_1_3005321,biolib ac 13 clg pb,nae 10 n2 1 ahu002 clg pb,disch clg pband,95.0,analog output,supply air cooling prop band,discharge air cooling proportional band setpoint,,ahu,ac 13,
510_0_3014247,1biolib 1stfl rm 38h supflow,nae 10 n2 2 vma135 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 38h,
510_0_3013310,biolib 1stfl rm 100 supflow,nae 10 n2 1 vma127 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 100,
510_0_3013162,biolib 1stfl rm 100n supflow,nae 10 n2 1 vma119 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 100n,
510_0_3013294,biolib 1stfl rm 100s supflow,nae 10 n2 1 vma126 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 100s,
510_0_3013202,biolib 1stfl rm 101n supflow,nae 10 n2 1 vma121 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 101n,
510_0_3013218,biolib 1stfl rm 101s supflow,nae 10 n2 1 vma122 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 101s,
510_0_3013278,biolib 1stfl rm 102 supflow,nae 10 n2 1 vma125 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 102,
510_0_3013182,biolib 1stfl rm 103 supflow,nae 10 n2 1 vma120 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 103,
510_0_3013098,biolib 1stfl rm 104a supflow,nae 10 n2 1 vma115 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 104a,
510_0_3012982,biolib 1stfl rm 104b supflow,nae 10 n2 1 vma108 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 104b,
510_0_3013034,biolib 1stfl rm 104c supflow,nae 10 n2 1 vma111 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 104c,
510_0_3013146,biolib 1stfl rm 105 supflow,nae 10 n2 1 vma118 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 105,
510_0_3013130,biolib 1stfl rm 106 supflow,nae 10 n2 1 vma117 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 106,
510_0_3013114,biolib 1stfl rm 107 supflow,nae 10 n2 1 vma116 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 107,
510_0_3013082,biolib 1stfl rm 108 supflow,nae 10 n2 1 vma114 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 108,
510_0_3013066,biolib 1stfl rm 109 supflow,nae 10 n2 1 vma113 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 109,
510_0_3013050,biolib 1stfl rm 110 supflow,nae 10 n2 1 vma112 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 110,
510_0_3012890,biolib 1stfl rm 111 supflow,nae 10 n2 1 vma103 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 111,
510_0_3012966,biolib 1stfl rm 114 supflow,nae 10 n2 1 vma107 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 114,
510_0_3012998,biolib 1stfl rm 115 supflow,nae 10 n2 1 vma109 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 115,
510_0_3013326,biolib 1stfl rm 116 supflow,nae 10 n2 1 vma128 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 116,
510_0_3013346,biolib 1stfl rm 117 supflow,nae 10 n2 1 vma129 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 117,
510_0_3014401,biolib 1stfl rm 117b supflow,nae 10 n2 2 vma143 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 117b,
510_0_3013362,biolib 1stfl rm 118 supflow,nae 10 n2 1 vma130 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 118,
510_0_3014207,biolib 1stfl rm 119 supflow,nae 10 n2 2 vma133 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 119,
510_0_3014361,biolib 1stfl rm 121 supflow,nae 10 n2 2 vma141 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 121,
510_0_3014381,biolib 1stfl rm 123 supflow,nae 10 n2 2 vma142 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 123,
510_0_3014284,biolib 1stfl rm 125 supflow,nae 10 n2 2 vma137 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 125,
510_0_3014324,biolib 1stfl rm 128 supflow,nae 10 n2 2 vma139 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 128,
510_0_3014521,biolib 1stfl rm 131 supflow,nae 10 n2 2 vma150 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 131,
510_0_3014187,biolib 1stfl rm 133 supflow,nae 10 n2 2 vma132 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 133,
510_0_3014541,biolib 1stfl rm 134 supflow,nae 10 n2 2 vma151 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 134,
510_0_3014127,biolib 1stfl rm 135 supflow,nae 10 n2 2 vma129 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 135,
510_0_3014067,biolib 1stfl rm 137 supflow,nae 10 n2 2 vma126 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 137,
510_0_3014087,biolib 1stfl rm 138a supflow,nae 10 n2 2 vma127 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138a,
510_0_3014107,biolib 1stfl rm 138b supflow,nae 10 n2 2 vma128 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138b,
510_0_3014167,biolib 1stfl rm 138c supflow,nae 10 n2 2 vma131 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138c,
510_0_3014147,biolib 1stfl rm 138d supflow,nae 10 n2 2 vma130 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138d,
510_0_3014344,biolib 1stfl rm 138e supflow,nae 10 n2 2 vma140 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138e,
510_0_3014304,biolib 1stfl rm 138f supflow,nae 10 n2 2 vma138 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138f,
510_0_3014267,biolib 1stfl rm 138g supflow,nae 10 n2 2 vma136 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138g,
510_0_3014227,biolib 1stfl rm 138j supflow,nae 10 n2 2 vma134 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 138j,
510_0_3014657,biolib 1stfl rm 139 supflow,nae 10 n2 2 vma157 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 139,
510_0_3014677,biolib 1stfl rm 140 supflow,nae 10 n2 2 vma158 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 140,
510_0_3013238,biolib 1stfl rm 141 supflow,nae 10 n2 1 vma123 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 141,
510_0_3014421,biolib 1stfl rm 141a supflow,nae 10 n2 2 vma144 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 141a,
510_0_3014461,biolib 1stfl rm 141c supflow,nae 10 n2 2 vma147 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 141c,
510_0_3014441,biolib 1stfl rm 141d supflow,nae 10 n2 2 vma146 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 141d,
510_0_3014481,biolib 1stfl rm 141e supflow,nae 10 n2 2 vma148 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 141e,
510_0_3014501,biolib 1stfl rm 141f supflow,nae 10 n2 2 vma149 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 141f,
510_0_3014561,biolib 1stfl rm 142a supflow,nae 10 n2 2 vma152 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 142a,
510_0_3014581,biolib 1stfl rm 142b supflow,nae 10 n2 2 vma153 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 142b,
510_0_3014621,biolib 1stfl rm 142c supflow,nae 10 n2 2 vma155 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 142c,
510_0_3013381,biolib 1stfl rm 72 2n supflow,nae 10 n2 1 vma131 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 72 2n,
510_0_3013401,biolib 1stfl rm 73 26 supflow,nae 10 n2 1 vma132 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 73 26,
510_0_3013258,biolib 2ndfl rm 200e supflow,nae 10 n2 1 vma124 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 200e,
510_0_3012850,biolib 2ndfl rm 201 supflow,nae 10 n2 1 vma101 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 201,
510_0_3012870,biolib 2ndfl rm 203 supflow,nae 10 n2 1 vma102 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 203,
510_0_3012910,biolib 2ndfl rm 204 supflow,nae 10 n2 1 vma104 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 204,
510_0_3012930,biolib 2ndfl rm 205 supflow,nae 10 n2 1 vma105 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 205,
510_0_3012950,biolib 2ndfl rm 206 supflow,nae 10 n2 1 vma106 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 206,
510_0_3013018,biolib 2ndfl rm 207 supflow,nae 10 n2 1 vma110 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 207,
510_0_3013589,biolib 2ndfl rm 208 supflow,nae 10 n2 2 vma101 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 208,
510_0_3013722,biolib 2ndfl rm 210 supflow,nae 10 n2 2 vma108 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 210,
510_0_3013605,biolib 2ndfl rm 212 supflow,nae 10 n2 2 vma102 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 212,
510_0_3013625,biolib 2ndfl rm 214 supflow,nae 10 n2 2 vma103 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 214,
510_0_3013702,biolib 2ndfl rm 216 supflow,nae 10 n2 2 vma107 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 216,
510_0_3013742,biolib 2ndfl rm 217 supflow,nae 10 n2 2 vma109 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 217,
510_0_3013685,biolib 2ndfl rm 218 supflow,nae 10 n2 2 vma106 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 218,
510_0_3013781,biolib 2ndfl rm 220 supflow,nae 10 n2 2 vma111 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 220,
510_0_3013995,biolib 2ndfl rm 221a supflow,nae 10 n2 2 vma122 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 221a,
510_0_3014015,biolib 2ndfl rm 221b supflow,nae 10 n2 2 vma123 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 221b,
510_0_3013762,biolib 2ndfl rm 221c supflow,nae 10 n2 2 vma110 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 221c,
510_0_3013665,biolib 2ndfl rm 223 supflow,nae 10 n2 2 vma105 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 223,
510_0_3013645,biolib 2ndfl rm 224 supflow,nae 10 n2 2 vma104 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 224,
510_0_3013801,biolib 2ndfl rm 225 supflow,nae 10 n2 2 vma112 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 225,
510_0_3013841,biolib 2ndfl rm 226 supflow,nae 10 n2 2 vma114 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 226,
510_0_3013861,biolib 2ndfl rm 227 supflow,nae 10 n2 2 vma115 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 227,
510_0_3013902,biolib 2ndfl rm 228 supflow,nae 10 n2 2 vma117 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 228,
510_0_3013922,biolib 2ndfl rm 229 supflow,nae 10 n2 2 vma118 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 229,
510_0_3013943,biolib 2ndfl rm 230 supflow,nae 10 n2 2 vma119 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 230,
510_0_3013821,biolib 2ndfl rm 231a supflow,nae 10 n2 2 vma113 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 231a,
510_0_3013882,biolib 2ndfl rm 231b supflow,nae 10 n2 2 vma116 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 231b,
510_0_3014601,biolib 2ndfl rm 232a supflow,nae 10 n2 2 vma154 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 232a,
510_0_3014637,biolib 2ndfl rm 232b supflow,nae 10 n2 2 vma156 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 232b,
510_0_3013959,biolib 2ndfl rm 232c supflow,nae 10 n2 2 vma120 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 232c,
510_0_3013975,biolib 2ndfl rm 232d supflow,nae 10 n2 2 vma121 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 232d,
510_0_3014047,biolib 2ndfl rm 233a supflow,nae 10 n2 2 vma125 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 233a,
510_0_3014031,biolib 2ndfl rm 233b supflow,nae 10 n2 2 vma124124 supflow,process variable,84.0,analog input,supply air flow,supply air flow sensor,,vav,rm 233b,
510_3_3005248,biolib ac 12 sf s,nae 10 n2 1 ahu001 sf s,supply airflow,,binary input,supply air flow,supply fan status,,ahu,ac 12,
510_3_3005300,biolib ac 13 sf s,nae 10 n2 1 ahu002 sf s,supply airflow,,binary input,supply air flow,supply fan status,,ahu,ac 13,
510_1_3014246,1biolib 1stfl rm 38h supflosp,nae 10 n2 2 vma135 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 38h,
510_1_3013309,biolib 1stfl rm 100 supflosp,nae 10 n2 1 vma127 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 100,
510_1_3013161,biolib 1stfl rm 100n supflosp,nae 10 n2 1 vma119 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 100n,
510_1_3013293,biolib 1stfl rm 100s supflosp,nae 10 n2 1 vma126 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 100s,
510_1_3013201,biolib 1stfl rm 101n supflosp,nae 10 n2 1 vma121 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 101n,
510_1_3013217,biolib 1stfl rm 101s supflosp,nae 10 n2 1 vma122 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 101s,
510_1_3013277,biolib 1stfl rm 102 supflosp,nae 10 n2 1 vma125 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 102,
510_1_3013181,biolib 1stfl rm 103 supflosp,nae 10 n2 1 vma120 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 103,
510_1_3013097,biolib 1stfl rm 104a supflosp,nae 10 n2 1 vma115 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 104a,
510_1_3012981,biolib 1stfl rm 104b supflosp,nae 10 n2 1 vma108 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 104b,
510_1_3013033,biolib 1stfl rm 104c supflosp,nae 10 n2 1 vma111 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 104c,
510_1_3013145,biolib 1stfl rm 105 supflosp,nae 10 n2 1 vma118 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 105,
510_1_3013129,biolib 1stfl rm 106 supflosp,nae 10 n2 1 vma117 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 106,
510_1_3013113,biolib 1stfl rm 107 supflosp,nae 10 n2 1 vma116 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 107,
510_1_3013081,biolib 1stfl rm 108 supflosp,nae 10 n2 1 vma114 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 108,
510_1_3013065,biolib 1stfl rm 109 supflosp,nae 10 n2 1 vma113 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 109,
510_1_3013049,biolib 1stfl rm 110 supflosp,nae 10 n2 1 vma112 supflosp,supply flow setpoint,84.0,analog output,supply air flow setpoint,supply air flow setpoint,,vav,rm 110,
